TE names,C4:0,C6:0,C8:0,C10:0,C10:1,C12:0,C12:1,C14:0,C14:1,C16:0,C16:1,C18:1
TEGm205,0.0,0.07649965913251933,0.32006710427411433,0.0,0.0,0.6918294409943335,0.0,35.851944957059594,1.082645009499366,23.924720789168397,34.111990929328506,3.9403021105431604
rTE52,7.2311368782165095,17.347200783280687,31.043737351146866,11.363767244752255,8.103638841772204,5.452552303059355,12.343387277369997,1.415978139467799,4.697773744905139,0.10429216793839118,0.8965352680908086,0.0
TEGm501,0.015887731675798062,0.12984890090088705,0.3872530140951088,0.4295030942654242,0.0,9.053755936033138,1.0228077222250167,38.657475314904524,4.9350177944932145,17.05449733840724,23.736138499876937,4.5778146531227035
TEGm181,0.37600048290561283,0.45418268489870967,3.7071146051159243,0.6659494457043835,0.008178736942035187,4.768799936836518,0.5245592910200237,35.52544150394187,4.635784138720305,15.078971229887305,29.215915087646245,5.039102856381087
rTE16,0.4129363748851509,1.3304010711367178,38.74637244527594,15.22717652146444,6.558139706174305,9.364838164993081,16.184216013171653,2.558311871274107,7.508115749221068,0.4380593570457122,1.6714327253578198,0.0
rTE48,2.3495470656766155,11.805878843282802,23.855550192245527,17.17169822985202,6.178984894785238,8.562115939152605,19.3370795376605,2.6462020994226956,6.459346260844417,0.45416213646377435,1.179434800613809,0.0
ABJ63754,7.054693721426551,13.671621328713657,55.4710833954042,2.579313308627471,0.7290068311415886,3.7478657470267613,7.943275249215673,1.8510370841346566,6.271058081587605,0.0,0.6810452527218381,0.0
TEGm198,0.0986763573653987,0.29185045075761806,1.3403401009478877,0.05837392183956222,0.0,1.4097722491155265,0.06864270601182411,36.447604102343085,0.6889858835476258,22.964303418528203,36.63145080954327,0.0
BAH81730,3.917895168612578,13.162057858613155,29.933494849765268,5.024322331017365,0.7988998257710418,5.731018971050192,13.480295686585123,4.437409233128184,19.967590540161257,0.2473561680487857,3.2996593672470396,0.0
TEGm546,0.0,0.34978445461335556,1.3345072346231646,5.204919829294355,0.6433891987585098,21.051058338251796,7.090771854239682,22.128841911437306,11.741367845438843,14.854932273679012,12.242799611017642,3.3576274486463316
TEGm492,0.18654062908167104,0.23439082395635605,2.5374821338546125,1.5180127028843315,0.0,8.622255964133288,0.0,21.886834125641133,2.798360670970682,25.723309740037624,24.030538717675864,12.462274491764438
TEGm157,0.3771786543817165,1.0435104099962764,11.95006351464276,0.7398184837118913,0.0,4.035264804275698,0.5189134850423212,30.91378403488213,4.630329949452759,19.079264227936218,19.161188117144544,7.550684318533701
TEGm201,0.08719861354320675,0.17255077273664318,1.278298801475859,0.07357526032967855,0.0,1.229014944428794,0.11322889454083254,19.317656838480953,1.3216079691907723,28.350729038537263,41.07227945062479,6.9838594161112075
TEGm219,0.14361557206915648,0.4758807713785214,2.352763502155753,0.2601158082061749,0.0,4.445376735963566,0.2023031674859362,54.74856328925023,3.7752710336967352,16.12880754742093,17.467302572372994,0.0
TEGm203,0.12598006665053743,0.13868433350790932,0.5617616370887065,0.0707433238519561,0.0,2.4315791500902137,0.0,45.07886538984781,2.2102083862306983,24.086520141755273,19.606591725977545,5.689065844999344
rTE4,0.05906513358013242,1.078945643785146,24.2435126487122,35.8593020215473,11.874001559904388,4.2776262213548195,12.153607263791978,3.307918550171866,3.885291513515574,0.5044856432165463,2.7562438004200387,0.0
rTE32,0.10637720784723667,1.240442727754771,25.50095649583397,24.536281077690948,8.133306552051026,11.184029713031883,16.08991008966262,4.5293594695904,4.329998778571613,0.31697981324199603,4.032358074723538,0.0
CvFatB2,0.0,0.0,0.669745038513574,0.5557696634834458,0.14537054915247227,0.3087414108211325,0.24489064621052026,27.84996129700758,0.0,39.94747686066143,11.219907369302405,19.05813716484743
CAD63310,3.0942874292086158,10.947935109963888,68.0047830358675,1.2440609618705418,0.08012496147459096,2.806453847928142,4.631609583373727,1.8658407510176667,6.873986751739185,0.0,0.4509175675561295,0.0
rTE56,2.77174322187956,2.115196312206648,24.7045205189868,5.589126055159108,2.366163131488745,7.68730456366167,8.224112345136021,25.680857007522423,4.735624484389125,1.677576469144916,14.44777589042499,0.0
rTE20,0.2072658602051644,0.6640933161700227,16.102355061766307,19.957361111938233,8.144672820106994,12.71680173656292,24.341166007280574,2.422056318573031,13.395958501471789,0.09318766664913353,1.9550815992758246,0.0
EET61113,14.946437399221407,20.361271935840218,31.816185414889258,5.079122382990975,0.6957570340193461,4.298723610759477,8.879572511480635,1.8470677623470835,10.509404612165438,0.3961534966757797,1.1703038396103873,0.0
EDQ65090,0.006342790669907628,0.18733251995823988,8.75612774595918,0.39188407831529903,0.05902368768231031,0.44151892615552846,0.1844568671309996,42.11764420852861,0.15942883898351903,15.534035934988669,32.16220440162775,0.0
rTE3,0.0,1.9675604819862655,37.409812699931,28.035025839158074,7.807011522772893,3.8634459648985535,9.750585159458645,4.675169938832679,1.4327301415844005,1.4357812404266028,3.622877010950873,0.0
UaFatB1,0.07186118401272802,0.3117192111293467,21.78961256187905,19.721563048177092,0.927307585122359,3.562304377760915,1.9495660698188928,32.22802138565213,0.26672792413216323,8.366253572026302,6.267484094539877,4.537578985749136
CAE80300,0.10071104844320007,0.8580697397882009,36.916617028536095,3.2631021516573413,0.43844654734172384,6.652453630271815,7.561040835082081,8.19888269831074,27.842958114987464,1.5984138742102347,6.569304331371087,0.0
ACL08376,0.2521849176234183,1.5598609641486276,28.819201217607958,3.4713328422058294,0.4148417043905788,7.88061745357525,24.236385118745904,5.948447738086025,23.557849874476002,1.194715151815624,2.66456301732478,0.0
rTE28,0.2451935205881043,0.31785792887239733,4.7701377178163185,1.0643031743407132,0.1834362607294112,1.6546765614524066,1.7200660403961323,40.45698307027837,1.989090116553929,3.5969677923756445,44.00128781659657,0.0
rTE24,1.1534825062891192,1.075325158800014,19.576008385619545,4.10153823152004,1.298468356816869,6.582031614853859,7.308689132935312,27.017505105193397,6.298023179690321,2.3064443939915686,23.282483934289957,0.0
CnFatB2,0.0,0.0,0.13696794539562765,0.0,0.0,0.0,0.0,13.767724461035016,0.0,52.56711992323916,7.4496623758363665,26.078525294493833
AAG43857,0.0,0.010054827084773928,3.2884139059893145,0.5265146430223422,0.06653621469338536,0.7369410614577008,0.9526416961681704,29.82689903409162,0.3080497367136801,20.067560852324316,44.21638802845469,0.0
CvFatB1,0.0,1.2218686521205973,24.15785160409808,21.59446254147042,1.475235063200358,4.836780363085308,3.885910825533598,21.102383439100137,0.21377361306208154,10.173670093694842,5.6024182113967615,5.735645593237805
CAH09236,13.072107096801991,2.7161507202910196,20.1984419435976,2.6627097372362263,0.3210211487921427,3.636124577585098,19.225934286907854,5.054558876039637,25.444317746811134,2.2259632384147445,5.4426706275225545,0.0
rTE36,0.4665786548134296,0.8242145195600634,6.876148841525843,18.462230163195166,4.23310092734008,13.629480387461236,17.694235286598186,10.88029153727822,17.708520491813033,0.5886134259943566,8.636585764420374,0.0
EER96252,0.0,0.0,5.796995853378348,1.787574631227744,0.06734135413704906,1.2182153564235576,1.049390823488737,33.67775217157175,0.934738076693953,18.161832909664074,37.30615882341479,0.0
rTE40,0.6187970331683529,5.508427402959148,16.497635278960995,3.163391592941086,0.3107570607422317,6.747026191912959,4.817143583552487,30.505511763866664,10.92264866793513,1.8054175378044337,19.103243886156505,0.0
CnFatB1,0.0831511047415605,0.3903824186106108,14.405844205544675,1.1220758559708572,0.13398153052865963,1.3500464645690406,1.0454471422977694,43.955726915128324,0.35933127744642834,6.044895690502291,31.10911739465978,0.0
EER87824,0.0,0.21519371212949573,4.776467277000952,0.23917782539873586,0.0,1.5845854269276105,0.34736798808077324,45.590313898325654,0.0,12.659615585671267,34.58727828646551,0.0
CnFatB3,0.0,0.12448400400887025,6.02070719559307,0.0,0.0,34.28555319544223,2.284774293863714,26.170896882642218,5.711115346228057,12.173404846302095,3.962449130847945,9.266615105071775
