TE names,C4:0,C6:0,C8:0,C10:0,C10:1,C12:0,C12:1,C14:0,C14:1,C16:0,C16:1,C18:1
TEGm162,0.5172713159417028,4.94132783252564,38.49543890444981,5.348235439222813,0.5437873197116838,11.695190283467653,2.245475318012476,19.417776626037064,11.551589440425268,3.1042384805351544,0.6376096406048979,1.502059399065834
TEGm250,1.6045001307518576,1.7113599868906677,19.96923152290619,4.309482767974396,0.7419484296717668,3.8217808560327873,2.015561624107353,19.828893067684394,3.527229684637144,19.124462226069607,17.1364618162689,6.20908788700493
TEGm258,4.395403553270143,6.4328498587330865,50.36820280216335,6.407877161822799,1.0758015869600908,4.738990165732156,1.7825665274196711,9.068962279867328,1.3046784143547447,10.168830433992364,1.935586828799237,2.320250386885037
TEGm169,0.39842841167495147,4.230356639830735,33.737341050114836,4.638996835628741,0.5883919284080804,11.716176874196272,2.803623803190697,18.849979900786245,14.576604429155626,3.8023128506806474,1.938949582476316,2.7188376938568544
TEGm419,0.14729567881041022,0.1665783768960384,13.19754220723667,7.579073738979157,2.0458816846318193,13.714258894966393,12.189087154028737,15.23985203244321,8.026077850494701,8.89833245844945,15.195468376029222,3.600551547034182
EEI82564,0.5272705486995795,1.3546713340547487,86.66113715871525,2.1842622328502057,0.46076357954677893,1.13190980993983,2.7869361714369862,1.1785288793936861,3.007252190053779,0.045059495655342466,0.6622085996538107,0.0
TEGm288,0.16327686900906813,0.2802800527597311,30.923134546940673,5.454263718062015,2.2327468990344936,9.835711846551744,8.526918150733378,12.890915324987734,7.140227418912295,12.053185737296506,8.347981058352264,2.151358377360095
TEGm183,0.44156717317151495,0.47513722969947686,12.663750036333655,4.233672070998709,0.8294001384732905,9.157470979441516,6.643221268224448,23.152927286300635,11.67801958694593,9.972944744166188,18.361363916179904,2.3905255700647365
TEGm173,0.3021604913584532,0.3193767536125057,2.812297538444161,0.3575953552174352,0.009902318192642453,3.5428725417329945,0.5486346120671952,35.904567827101026,3.0844903550608893,12.010033685029487,36.23026602593265,4.877802496250566
TEGm204,0.1252838374969148,0.23047874144756048,1.2886764301316902,0.1229777385945735,0.0,1.5795281346643646,0.26793667273335087,38.026827918681434,1.5450209838838027,19.81875179119912,33.590400769325605,3.40411698184159
TEGm413,0.13386874967130816,0.30556536355273056,14.782989483745283,6.625562132576122,1.4001298144901266,13.611801626911577,7.555661434607039,14.241543760613046,5.8526967296041645,14.725336788225713,16.903814313580387,3.861029802422502
TEGm171,1.3235553268927807,1.439140589462707,17.624708996873117,0.8380053105508075,0.13120111122042186,6.374365040329027,3.1301355254232326,26.17254180569968,5.927530346207872,12.053412260030697,22.995557277389686,1.9898464099199784
TEGm245,0.05454626479161748,0.0,1.0142045955739656,0.0,0.0,0.6527793845133592,0.0,32.06428933762612,0.0,27.675164166605175,38.539016250889766,0.0
TEGm520,0.015870384256605054,0.16643976730410812,2.416245372658103,3.068571487276657,1.4656883818767934,8.770264199919772,10.259955693412364,24.047622643556732,15.038419502699178,11.383081537514585,20.565507526196093,2.802333503329022
TEGm202,0.44070772339066266,0.3854922019307103,2.7516911350992896,0.3399708917185478,0.027293917074170004,3.9987207606776662,0.7812228679329982,30.103977749559434,2.871173023623623,17.918619738937274,36.412761443691686,3.9683685463639327
TEGm215,1.5790942245366018,0.9768423997494267,8.990794723074833,0.7050571984358018,0.132456342708763,5.559172229743179,1.6575362551669828,30.604365024332182,6.545916194450592,15.215424367860953,24.336447478498275,3.6968935614424097
TEGm200,0.27617273265989195,0.0,1.78036182466593,0.3712286646811309,0.05620186175060676,4.717953717842281,3.6580428566443652,19.211270725412067,8.309554278382693,16.56198054271348,41.533914138021835,3.5233186572257296
CpFatB1,0.014010093961855851,1.5111635290354557,93.46172170547655,2.1805505938114456,0.44107666879761803,0.8655001294485949,0.21367289106107848,0.0,0.10025624104907503,1.2120481473583171,0.0,0.0
